city,tag,dup,matched,name,host,url,snippet,notes
tucson,weak:op-hours-or-nav,,Specials,Cattletown Steakhouse & Saloon,cattletownsteakhouse.com,http://www.cattletownsteakhouse.com/,"ride in our friendly service. Specials Tucson&#x27;s Best Specials Check back often to find coupons,",
daly-city,weak:op-hours-or-nav,,daily,Celia's,celiasrestaurants.com,http://www.celiasrestaurants.com/,our secret mix is made fresh daily. Locations Antioch Daly City Menlo Park Palo Alto San Bruno San,
spokane,weak:op-hours-or-nav,,special,The Chameleon,chameleonspokane.com,https://www.chameleonspokane.com/about,experiences and add something special to the spokane live music scene. MAIN FLOOR OUR STAGE FEATURES,
tacoma,weak:op-hours-or-nav,,special,Cheers Bar & Grill,cheerstacoma.com,https://cheerstacoma.com/menu,"hicken, flavored with our own special herbs. Served with our Sweet Chili Sauce. QUESADILLA Choice of",
tucson,weak:op-hours-or-nav,,special,Cheng's Beijing Chinese Restaurant,chengsbeijingtucson.com,http://www.chengsbeijingtucson.com/,uests for additional items or special preparation may incur an <b>extra charge<\/b> not calculated o,
tacoma,weak:op-hours-or-nav,,special,Chez Lafayette Creole Brasserie,chezlafayette.com,https://chezlafayette.com/,"our doors. Lafayette holds a special significance in our culinary story. Our founder, Mike spent hi",
tucson,weak:op-hours-or-nav,,SPECIALS,Chicago Bar,chicagobar-tucson.com,http://chicagobar-tucson.com/,CALENDAR ABOUT OUR BAR DRINK SPECIALS More Use tab to navigate through the menu items. CHICAGO BAR,
phoenix-central,weak:op-hours-or-nav,,Specials,China Chili,chinachilirestaurant.com,http://www.chinachilirestaurant.com/,li Restaurant Home Page Lunch Specials Menu Dinner Menu Directions & Maps More Home Page Lunch Speci,
tucson,weak:op-hours-or-nav,,Special,China Szechwan,chinaszechwan.com,https://www.chinaszechwan.com/lunch,ods 🔥 GrubHub DoorDash Lunch Special Download &copy; 2020 - 2026 China Szechwan Powered by Webador,
tacoma,weak:op-hours-or-nav,,4pm - 10pm,Cider & Cedar,ciderandcedar.com,http://www.ciderandcedar.com/,y Closed Wednesday & Thursday 4pm - 10pm Friday 4pm-11pm Saturday 2pm-11pm Sunday Closed Sun>=1 · Su,
oakland,weak:op-hours-or-nav,DUP,specials,Kotobuki Japanese Restaurant,clover.com,https://www.clover.com/pos-solutions/bar-and-lounge,and payroll. Showcase timely specials Simplify your operations with menus by daypart. Manage invent,
phoenix-central,weak:op-hours-or-nav,DUP,specials,Maskadores Taco Shop,clover.com,https://www.clover.com/pos-solutions/bar-and-lounge,and payroll. Showcase timely specials Simplify your operations with menus by daypart. Manage invent,
tacoma,weak:op-hours-or-nav,DUP,specials,KIMCHI BOX,clover.com,https://www.clover.com/pos-solutions/bar-and-lounge,and payroll. Showcase timely specials Simplify your operations with menus by daypart. Manage invent,
phoenix-central,weak:op-hours-or-nav,,6pm - 11pm,Dwntwn,clubdwntwn.com,https://www.clubdwntwn.com/,il us at dwntwnaz@gmail.com · 6pm - 11pm · 9pm - 3am · 9pm - 4am,
scottsdale,weak:op-hours-or-nav,,6am-2am,Coach House,coachhousescottsdale.com,http://www.coachhousescottsdale.com/,s. We're Open Now | Open from 6am-2am Coach House Old Town Scottsdale Dive Bar Scottsdale's Oldest D,
tacoma,weak:op-hours-or-nav,,Special,Cocina Mexicana Restaurant,cocinamexicanarestaurantwa.com,https://cocinamexicanarestaurantwa.com/cocina-mexicana-restaurant/menu/3802-S-Cedar-St-%235621/,lo $7.99 + Add to Order Lunch Special Mains 9 Una Enchilada and Arroz y Frijoles Lunch Special $10.9,
tucson,weak:op-hours-or-nav,,Specials,Cocteleria La Palma Mariscos Y Mas,cocteleria-lapalma.com,https://cocteleria-lapalma.com/tucson-south-tucson-cocteleria-la-palma-mariscos-y-mas-happy-hours-specials,p to Main Content Menu Drinks Specials Events Catering Jobs Google page Google page Toggle navigatio,
scottsdale,weak:op-hours-or-nav,,Specials,Cold Beers & Cheeseburgers,coldbeers.com,https://www.coldbeers.com/cheeseburgers/,d Your Location Weekday Lunch Specials! 99 Cent Wings Mondays! Cantastic Tuesdays Pimp Your Burger W,
san-luis-obispo,weak:op-hours-or-nav,,4-11PM,Condesa,condesabarslo.com,https://condesabarslo.com/,"u Close OPENING HOURS Mon-Sun 4-11PM WHERE WE ARE 1491 Monterey St, SLO, 93401. San Luis Obispo info",
phoenix-central,weak:op-hours-or-nav,,Specials,Corazón de Agave,corazondeagaverestaurant.com,https://corazondeagaverestaurant.com/,le Our Favorites Tacos Drinks Specials Desserts Tacos de Carne Asada Delicious tacos with juicy gril,
san-luis-obispo,weak:op-hours-or-nav,,special,Couch Family Wines,couchfamilywines.com,http://couchfamilywines.com/,"not Noir This Pinot Noir is a special tribute to singer-songwriter, musician, author, and our friend",
tucson,weak:op-hours-or-nav,,11-2AM,Cowpony Bar,cowponybar.com,http://www.cowponybar.com/,520-721-2781 * Open Everyday 11-2AM Join Our Mailing List! Copyright 2018 Cowpony Bar All Rights Re,
five-cities,weak:op-hours-or-nav,,daily,Cracked Crab,crackedcrab.com,https://www.crackedcrab.com/menu/,"ed and posted on the internet daily, depending on what is available. We buy only the finest seafood",
daly-city,weak:op-hours-or-nav,,8am-6pm,Creative Ideas Cafe,creativeideascateringcafe.com,https://creativeideascateringcafe.com/,5 CAFE HOURS THIS WEEKEND Fri 8am-6pm Sat 8:30am-3pm Sunday - Closed POP-UP ON 4/25 & 4/26 11AM-4:00,
oakland,weak:op-hours-or-nav,,special,Creekwood Restaurant,creekwoodrestaurant.com,https://www.creekwoodrestaurant.com/menu,"clusive events, secret menus, special offers/discounts, loyalty rewards & more! Join for free Small",
phoenix-central,weak:op-hours-or-nav,,SPECIALS,Crown Public House,crownpublichouse.com,http://crownpublichouse.com/,"Street , Phoenix MENU DRINKS SPECIALS CATERING EVENTS PARTIES JOBS GIFT CARDS Facebook page Instagr",
phoenix-central,weak:op-hours-or-nav,,Special,Daddy-O's Grill,daddyosgrill.shop,https://daddyosgrill.shop/,ing Breakfast Options Sunrise Special and Hub Cap Pancakes Start your day right with the Sunrise Spe,
tacoma,weak:op-hours-or-nav,,4pm-8pm,Dahlman Cellars - Winery Tasting Room,dahlmancellars.com,http://www.dahlmancellars.com/,ed Tuesday: Closed Wednesday: 4pm-8pm Thursday: 4pm-8pm Friday: 4pm – 8pm Saturday: 1pm – 8pm Sunday,
tucson,weak:op-hours-or-nav,,4pm-10pm,Daisy Mae's Steak House,daisymaessteakhouse.com,http://www.daisymaessteakhouse.com/,maessteak@gmail.com Hours Mon 4pm-10pm Tue 4pm-10pm Wed 4pm-10pm Thu 4pm-10pm Fri 4pm-10pm Sat 4pm-1,
tucson,weak:op-hours-or-nav,,3PM - 8PM,Diamond Cafe,ddcaz.com,http://www.ddcaz.com/tucson/dining-nightlife/diamond-cafe/,casino floor! Sunday - Monday 3PM - 8PM Tuesday - Wednesday Closed Thursday - Saturday 4PM - 9PM Jun,
oakland,weak:op-hours-or-nav,,11am-9pm,Degrees Plato Tap Room Bottle Shop & Kitchen,degreesplato.com,https://www.degreesplato.com/menu/,"nu available Tuesday-Saturday 11am-9pm House Guacamole & Salsas Seasoned with lime juice, serrano pe",
spokane,weak:op-hours-or-nav,DUP,SPECIALS,De Leon’s Taco & Bar #2 GU,deleonstacoandbar.com,http://www.deleonstacoandbar.com/,ME CALL NOW Copy of CARRY-OUT SPECIALS MENU CARRY-OUT SPECIALS SERGIO'S TORTILLAS GALLERY TEQUILA TO,
spokane,weak:op-hours-or-nav,DUP,SPECIALS,De Leon's Taco & Bar #3,deleonstacoandbar.com,http://www.deleonstacoandbar.com/,ME CALL NOW Copy of CARRY-OUT SPECIALS MENU CARRY-OUT SPECIALS SERGIO'S TORTILLAS GALLERY TEQUILA TO,
five-cities,weak:op-hours-or-nav,,4pm - 9pm,Del's Pizzeria,delspizzeria.com,http://delspizzeria.com/,zzeria 805-773-4438 Hours Mon 4pm - 9pm Tue 4pm - 9pm Wed 4pm - 9pm Thu 4pm - 9pm Fri 4pm - 10pm Sat,
tacoma,weak:op-hours-or-nav,,special,Dickey's Barbecue Pit,dickeys.com,https://www.dickeys.com/locations/Washington/Tacoma/6th-ave,"lunch, family reunion, or any special event we’ve got you covered. JOIN OUR REWARDS PROGRAM Enjoy ex",
scottsdale,weak:op-hours-or-nav,,special,Dominick's Steakhouse,dominickssteakhouse.com,https://www.dominickssteakhouse.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,d passion. Whether it’s for a special occasion or a memorable dining experience. Dominick’s Steakhou,
tucson,weak:op-hours-or-nav,,3pm - 10pm,Dragoon Brewing Company,dragoonbrewing.com,http://www.dragoonbrewing.com/,"s, our new releases and more! 3pm - 10pm · 3 pm - 10 pm · 12 pm - 10 pm · 12 pm -5 pm",
scottsdale,weak:op-hours-or-nav,,SPECIALS,Duke's Sports Bar and Grill,dukessportsbar.com,https://dukessportsbar.com/,your furry friends!!! WEEKLY SPECIALS MENU Scottsdale’s Favorite Hangout since 1998 Duke&#8217;s Sp,
phoenix-central,weak:op-hours-or-nav,,special,Durant's,durantsaz.com,https://www.durantsaz.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"ebrating a great night out, a special occasion , or simply enjoying the best quality steaks, Durant&",
tucson,weak:op-hours-or-nav,,5pm - 9pm,Contigo Latin Kitchen,eatatcontigo.com,http://www.eatatcontigo.com/,ed Mondays Sunday - Wednesday 5pm - 9pm Thursday - Saturday 5pm -10pm Phone (520) 299 - 1540 Locatio,
spokane,weak:op-hours-or-nav,,special,Eddie's Kitchen & Tavern,eddieskitchentavern0668.s4shops.com,https://eddieskitchentavern0668.s4shops.com/,"elicious menu. Whether it's a special occasion or a casual night out, we can't wait to serve you! Cl",
san-luis-obispo,weak:op-hours-or-nav,,special,Efren's San Luis Obispo,efrensslo.com,http://www.efrensslo.com/,ved the same dishes that were special to us back in our hometown. We believe that Mexican food shoul,
scottsdale,weak:op-hours-or-nav,,special,EGGstasy,eggstasyaz.com,https://eggstasyaz.com/scottsdale-eggstasy-drink-menu,rties Catering Jobs To host a special event · To get a special event catered · https://tmt.spotapps.,
tacoma,weak:op-hours-or-nav,,11am-10pm,E9 Firehouse & Gastropub,ehouse9.com,http://www.ehouse9.com/,"oma, WA 98406 Hours Mon-Tues: 11am-10pm Wed-Thurs: 11am-10pm Friday: 11am-11pm Saturday: 11am-11pm S",
tucson,weak:op-hours-or-nav,,Specials,El Antojo Poblano,elantojopoblanoaz.com,https://elantojopoblanoaz.com/,ges Skip to Main Content Menu Specials Events Order Doordash Grubhub Call to Order Catering Go to to,
scottsdale,weak:op-hours-or-nav,,Daily,El Dorado Bar & Grill,eldorado-bar-grill.com,http://eldorado-bar-grill.com/,"t Us Contact Breakfast Served Daily $9.00Burger Mondays! Breakfast, Lunch, and Dinner Served until 9",
tucson,weak:op-hours-or-nav,,special,El Güero Canelo Restaurant,elguerocanelo.com,https://elguerocanelo.com/elgerocanelo2?utm_source=google,erfect for Any Occasion Got a special event coming up? Let us handle the food! Whether it’s a family,
tucson,weak:op-hours-or-nav,,11am - 8pm,El Torero Restaurant,eltorerotucson.com,http://www.eltorerotucson.com/,erocomida@gmail.com Hours Tue 11am - 8pm Wed 11am - 8pm Thu 11am - 9pm Fri 11am - 9pm Sat 11am - 9pm,
phoenix-central,weak:op-hours-or-nav,,8 am - 3 pm,El Zaguan Bistro,elzaguanbistro.com,https://www.elzaguanbistro.com/,"IX, AZ 85003 • (602) 877-3033 8 am - 3 pm · 8 am - 8 pm · 11 am - 8 pm",
five-cities,weak:op-hours-or-nav,,special,Ember Restaurant,emberwoodfire.com,http://www.emberwoodfire.com/,"ere for a laid-back meal or a special occasion, our menu is designed to satisfy and comfort. Each pl",
scottsdale,weak:op-hours-or-nav,,special,Enzo's Italian Kitchen,enzositaliankitchen.com,https://enzositaliankitchen.com/menus,"yle Italian meal with someone special. · [{""type"":""heading"",""children"":[{""text"":""""}],""level"":1,""alig",
tacoma,weak:op-hours-or-nav,,Special,Ezell's Famous Chicken,ezellschicken.com,https://www.ezellschicken.com/,Chicken Tenders Sides & Rolls Special-tees Desserts ABOUT US Our History COMMUNITY HDC FOUNDATION FA,
tucson,weak:op-hours-or-nav,,SPECIAL,Fairway Cigars,fairwaycigarsaz.com,https://www.fairwaycigarsaz.com/,Repeat Book a Tee Time Today! SPECIAL EVENT Limited Seating Ladies Only - Cigar Education and Bourbo,
spokane,weak:op-hours-or-nav,,SPECIALS,Fast Eddie's,fasteddiesspokane.com,http://www.fasteddiesspokane.com/,WNLOAD LOYALTY PROGRAM WEEKLY SPECIALS Every day Fast Eddie's has specials for you! ​ Monday $10 Pit,
scottsdale,weak:op-hours-or-nav,,Specials,Fata Morgana Mediterranean Cuisine,fatamorganaaz.com,https://fatamorganaaz.com/scottsdale-fata-morgana-mediterranean-cuisine-happy-hours-specials,p to Main Content Menu Drinks Specials Catering Parties Order delivery Directly from us order Uber E,
phoenix-central,weak:op-hours-or-nav,,Special,Fatso's Pizza,fatsospizza.com,https://www.fatsospizza.com/menus,"as a Wrap on request) Fat Boy Special Ham, turkey (or all of one meat), aged provolone and swiss che",
spokane,weak:op-hours-or-nav,,11am–2pm,Feast World Kitchen,feastworldkitchen.org,https://www.feastworldkitchen.org/,"ve. Wednesday — Sunday Lunch: 11am–2pm Dinner: 4pm–8pm Here’s what’s cooking this week! Wednesday, J",
spokane,weak:op-hours-or-nav,,daily,Ferrante's Cafe,ferrantescafe.com,https://ferrantescafe.com/,"ce 2004 Owners in the kitchen daily—not behind a desk Handmade pasta, scratch sauces, zero shortcuts",
tucson,weak:op-hours-or-nav,,Special,Fini's Landing,finislanding.com,https://finislanding.com/specials,"children"":[{""text"":""Plan Your Special Event"",""fontFamily"":{""displayName"":""Raleway"",""name"":""\""Raleway",
five-cities,weak:op-hours-or-nav,,7am - 3pm,Francisco's Country Kitchen,franciscoscountrykitchen.com,https://www.franciscoscountrykitchen.com/,with Squarespace Order Online 7am - 3pm · Sun>=1 · Sun>=8,
scottsdale,weak:op-hours-or-nav,,special,Frank & Lupe's Old Mexico,frankandlupesaz.com,http://www.frankandlupesaz.com/,"× Let us host your special event! Whether a birthday party, office function or any other",
tucson,weak:op-hours-or-nav,,Specials,Frankie's South Philly Cheesesteaks,frankiescheesesteaks.com,https://frankiescheesesteaks.com/tucson-tucson-frankie-s-south-philly-cheesesteaks-happy-hours-specials,p to Main Content Menu Drinks Specials Events Jobs Pickup Facebook page Instagram page Google page P,
tucson,weak:op-hours-or-nav,,11 am - 9 pm,Fresco Pizzeria & Pastaria,frescopizzeria.com,https://frescopizzeria.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"n Paper and Ribbon Top Hours: 11 am - 9 pm Everyday 3011 E. Speedway Blvd. Tucson, AZ 85716 (520) 88",
tucson,weak:op-hours-or-nav,,30 AM – 9 PM,Piazza Gavi,gavicucina.com,https://gavicucina.com/about/,710 Hours New Hours Monday 11:30 AM – 9 PM Tuesday 11:30 AM – 9 PM Wednesday 11:30 AM – 9 PM Thursda,
scottsdale,weak:op-hours-or-nav,,special,George & Son's Asian Cuisine,georgeandsonsasiancuisine.com,http://georgeandsonsasiancuisine.com/,"had the orange chicken lunch special which comes with rice, noodles, soup, crab puff, and spring ro",
tucson,weak:op-hours-or-nav,,SPECIAL,Ginza Sushi & Izakaya,ginzatucson.com,http://www.ginzatucson.com/online-menu.html,"Menu IZAKAYA SUSHI / SASHIMI SPECIAL ROLLS SUSHI LIST COMBOS / SALAD Ginza Sushi, Tucson, Arizona &",
phoenix-central,weak:op-hours-or-nav,DUP,11 am - 2 pm,Le Âme,globalambassadorhotel.com,https://www.globalambassadorhotel.com/restaurants/leame,Dessert hours Lunch Mon - Fri 11 am - 2 pm Brunch Sat + Sun 8 am - 3 pm Dinner Mon &ndash; Thurs 5 p,
phoenix-central,weak:op-hours-or-nav,DUP,7 pm - 10 pm.,théa,globalambassadorhotel.com,https://www.globalambassadorhotel.com/restaurants/thea,"riday and Saturday night from 7 pm - 10 pm. For details regarding parking, dress code and more pleas",
tucson,weak:op-hours-or-nav,,Special,Golden Dragon Chinese Restaurant,goldendragon.kwickmenu.com,https://goldendragon.kwickmenu.com/,039;S CHICKEN $10.95 L- House Special Lomein $10.95 L- Kung Pao Chicken $10.95 L- Mapo Tofu $10.95 L,
tucson,weak:op-hours-or-nav,,Special,Golden Dragon Chinese Restaurant,goldendragontucson.com,https://goldendragontucson.com/menu/entrees/,Lo Mein | Chow Ho Fun | House Specialties | Fried Rice | Chop Suey | Chicken | Duck | Beef | Seafood,
san-luis-obispo,weak:op-hours-or-nav,,Special,Golden Gong Chinese Restaurant,goldengongslo.com,https://www.goldengongslo.com/menu,Sizzling Iron Platter Dinner Special Lunch Special Appetizers $ 11.95 Pot Sticker 8 pcs $ 11.95 $ 6,
tucson,weak:op-hours-or-nav,,Specials,Golden House Chinese Fast Food,goldenhousetucson.com,https://www.goldenhousetucson.com/,Order About Us Our Menu Lunch Specials Takeout &#038; Delivery Catering Photos Healthy Chinese Food,
scottsdale,weak:op-hours-or-nav,,11AM-9PM,Good Fortune Chinese Restaurant,goodfortunescottsdale.com,http://www.goodfortunescottsdale.com/,ACE Hardware)  Monday-Sunday 11AM-9PM © 2025 Good Fortune All rights reserved.,
phoenix-central,weak:op-hours-or-nav,,4 - 10 p.m.,Grand Avenue Brewing Co.,grandavebrew.com,http://grandavebrew.com/,N & Beer Garden Hours: Thurs. 4 - 10 p.m.; Fri. 4 -11 p.m.; Sat. Noon - 10 p.m.; Sun. Noon - 7 p.m.;,
scottsdale,weak:op-hours-or-nav,,30AM-9PM,Guido's Chicago Meats & Deli,guidosofchicago.com,https://www.guidosofchicago.com/,of page ​ Monday-Thursday: 9:30AM-9PM Friday&Saturday: 9:30AM-10PM ​ ​ ​ Sunday: CLOSED ​ ​ 10893 N,
phoenix-central,weak:op-hours-or-nav,DUP,daily,Gus's World Famous Fried Chicken,gusfriedchicken.com,https://www.gusfriedchicken.com/about-us,l our southern sides in-house daily; from shredding fresh cabbage for our coleslaw to cutting potato,
phoenix-central,weak:op-hours-or-nav,DUP,daily,Gus's World Famous Fried Chicken,gusfriedchicken.com,https://www.gusfriedchicken.com/about-us,l our southern sides in-house daily; from shredding fresh cabbage for our coleslaw to cutting potato,
tucson,weak:op-hours-or-nav,,specials,Gusto Osteria,gustotucson.com,http://gustotucson.com/,"tarian choices, with rotating specials inspired by fresh seasonal ingredients. We combine traditiona",
scottsdale,weak:op-hours-or-nav,,Daily,Gypsy's Roadhouse,gypsysroadhouse.com,https://gypsysroadhouse.com/,Wings $8.00 Good Times Served Daily At Gypsy’s Roadhouse we believe life tastes better surrounded by,
tucson,weak:op-hours-or-nav,DUP,7AM - 11AM,Terraza Garden Patio & Lounge,haciendadelsol.com,http://www.haciendadelsol.com/dining,Monday - Saturday: Breakfast: 7AM - 11AM Dinner: 5PM - 9PM Sunday: Breakfast: 7AM - 10AM Brunch: 10A,
tucson,weak:op-hours-or-nav,DUP,7AM - 11AM,The Grill at Hacienda del Sol,haciendadelsol.com,https://www.haciendadelsol.com/dining,Monday - Saturday: Breakfast: 7AM - 11AM Dinner: 5PM - 9PM Sunday: Breakfast: 7AM - 10AM Brunch: 10A,
tucson,weak:op-hours-or-nav,,special,Hana Tokyo,hanatokyoaz.com,http://hanatokyoaz.com/,on our never-ending new sushi special creations. Our unique specialty sushi rolls will tantalize you,
spokane,weak:op-hours-or-nav,,11am - 9pm,Hang 10 Hawaiian BBQ & Catering,hang10bbq.com,https://hang10bbq.com/,09) 747-7737 hours Mon - Fri: 11am - 9pm ​​ Saturday: 11am - 9pm Sunday: 11am - 9pm Made with Square,
tacoma,weak:op-hours-or-nav,,Special,Harbor City Tacoma Restaurant,harborcitytacoma.com,https://harborcitytacoma.com/full-menu/,From 11.95 USD 廚 師 推 介 Chef's Specialties 蜜 汁 牛 仔 骨 Honey Garlic Beef short Ribs From 15.95 USD 蜜 汁,
tucson,weak:op-hours-or-nav,,12PM-7PM,Harbottle Brewing Company,harbottlebrewingco.com,http://www.harbottlebrewingco.com/,"to Harbottle Brewing OPEN WED 12PM-7PM THURS-SAT 12PM-8PM SUN,MON,TUES, CLOSED Featured Beers Our ta",
five-cities,weak:op-hours-or-nav,,1pm-2am,Harry's Night Club & Beach Bar,harryspismobeach.com,http://www.harryspismobeach.com/,dnesday 6pm-midnight Thursday 1pm-2am Friday 1pm-2am Saturday 12pm-2am Sunday 12pm-midnight Monday C,
scottsdale,weak:op-hours-or-nav,,Specials,Hashi Sushi,hashi-scottsdale.com,https://www.hashi-scottsdale.com/menus,ai $6 *White Tuna Ono $6 Chef Specials *Sashimi Combo A (9 pcs) $22 *Sashimi Combo B (15 pcs) $36 *T,
phoenix-central,weak:op-hours-or-nav,,Special,Highball,highballphx.com,https://highballphx.com/cocktails,"in a Mini Coup Saturday Night Special $17.00 Warm & Woody, Smokey Tea Old Fashioned Lapsang Souchong",
tucson,weak:op-hours-or-nav,,special,Holy Smokin Butts BBQ,holysmokinbutts.com,https://www.holysmokinbutts.com/,"clusive events, secret menus, special offers/discounts, loyalty rewards & more! · $500",
tucson,weak:op-hours-or-nav,,Specials,Hotrods Old Vail,hotrodsoldvail.com,http://hotrodsoldvail.com/restaurant/specials/,an Event Contact Select Page Specials MENU HOURS DIRECTIONS Hungry? We can fix that&#8230; Event Sp,
daly-city,weak:op-hours-or-nav,,Special,House Of Fusion,houseoffusion.kwickmenu.com,https://houseoffusion.kwickmenu.com/,".00 "">Roll & Maki Sushi Lunch Special California Roll Lunch Specials Combo $16.00 California Roll an",
oakland,weak:op-hours-or-nav,,special,Huangcheng Noodle House 山西刀削面,huangchengnoodleca.com,http://www.huangchengnoodleca.com/,erfect for a casual meal or a special occasion. Order now! Try Now Reviews from Google &#8220;I’d sa,
tucson,weak:op-hours-or-nav,,Special,Hunter's Kitten Lounge,hunterskittenlounge.org,https://hunterskittenlounge.org/,Home Appt Booking Special Bookings FAQ Location/Hours Our Cats The inspiration Donation,
spokane,weak:op-hours-or-nav,,11am - 8pm,Indigenous Eats,iespokane.com,https://www.iespokane.com/,"ane, WA 99201 11am - 6:30pm · 11am - 8pm · 11am - 6pm · Sun>=1 · Sun>=8",
tucson,weak:op-hours-or-nav,,special,Illegal Pete's - Tucson,illegalpetes.com,https://www.illegalpetes.com/menu,"ut the day. Tossed in our own special spice mix. Fajita Veggies Green bell peppers, red onions and s",
tacoma,weak:op-hours-or-nav,,special,Fresh Rolls Fircrest,ilovefreshrolls.com,https://ilovefreshrolls.com/menu/24814720,"read rolls smeared with house special sauce, bbq chicken, pickled vegetables, fresh cucumber, cilant",
tucson,weak:op-hours-or-nav,,Special,Inca's Peruvian Cuisine,incasperuviancuisine.com,http://incasperuviancuisine.com/,r Online Menu Catering Social Special Discount Welcome to Per&uacute; Call US Order Online Order Del,
tucson,weak:op-hours-or-nav,,special,Indian Twist Airport,indiantwistairport.com,http://indiantwistairport.com/,"family, friends, or hosting a special event, Indian Twist is the perfect setting. Our warm ambiance",
tucson,weak:op-hours-or-nav,,SPECIAL,Indian Twist,indiantwistaz.com,http://indiantwistaz.com/,"licious Tandoori Items We are specialists in tandoori items and use tandoor for preparing Naan, Lamb",
tacoma,weak:op-hours-or-nav,,Specials,Indo Asian Street Eatery,indostreeteatery.com,https://indostreeteatery.com/specials,p to main content Menu Drinks Specials Events Order Reserve Parties Large Pick-Up Orders Jobs Go to,
tucson,weak:op-hours-or-nav,,specials,Istanbul Mediterranean Cuisine & Bar,istanbultucson.com,https://istanbultucson.com/about/,"ditionally, our menu features specials such as lamb shank, manti, lamb chops, okra, and more. To sat",
oakland,weak:op-hours-or-nav,,daily,Italian Colors Restaurant,italiancolorsrestaurant.com,https://italiancolorsrestaurant.com/,helter-In-Place Menu [updated daily] 2. Call and place your order [have a credit card ready] 3. Driv,
san-luis-obispo,weak:op-hours-or-nav,,5 - 10pm,Jan’s Place: Vinyl Bar,jansplaceslo.com,http://www.jansplaceslo.com/,ia Hours Thursday - Saturday: 5 - 10pm Contact (805) 439-1544 hello@jansplaceslo.com Location 1817 O,
tucson,weak:op-hours-or-nav,,special,JA Ramen,jaramen.us,https://jaramen.us/about-us/,"care. The name “JA” carries a special meaning: not only short for “Japanese,” but also a reminder to",
spokane,weak:op-hours-or-nav,,Specials,JJ’s Tap and Smokehouse,jjstapandsmokehouse.org,https://jjstapandsmokehouse.org/,p to Main Content Menu Drinks Specials Reserve Yelp page Toggle navigation Yelp page Menu Drinks Spe,
tucson,weak:op-hours-or-nav,,8AM–9PM,JoJo's Restaurant,jojostucson.com,http://jojostucson.com/,wn Artisans Courtyard Tue–Fri 8AM–9PM • Saturday 9AM–9PM Get Directions Home Menus Story Calendar 76,
oakland,weak:op-hours-or-nav,,12pm–3pm,Joodooboo,joodooboo.co,http://www.joodooboo.co/,Open Tuesday through Saturday 12pm–3pm Afternoon No Reservations 4:30pm–8pm Evening Last call for lu,
tucson,weak:op-hours-or-nav,,Special,Jun Dynasty Chinese Restaurant,jundynasty.com,http://jundynasty.com/,in some cases tongue-numbing specialties. Szechuan Flavors Typical Szechuan dishes include the well,
tacoma,weak:op-hours-or-nav,,4PM-12AM,Juniper Botanical Bar,juniperbotanicalbar.com,https://www.juniperbotanicalbar.com/,"9 Monday, Wednesday, Thursday 4PM-12AM Friday, Saturday 3pm-1am Sunday 2pm-8pm SEE YOU SOON ⋆ SEE YO",
five-cities,weak:op-hours-or-nav,,Special,Kanpai Sushi,kanpaibythesea.com,http://kanpaibythesea.com/,carte Combo Sushi and Sashimi Special Rolls Basic Rolls Dessert Kanpai! Order Now Reserve About Get,
tucson,weak:op-hours-or-nav,,11-8pm,Karichimaka Restaurant,karichimaka.com,http://www.karichimaka.com/,"Hours Tues-Sat 11-8pm Sun 11-5pm 520-883-0311 5252 S Mission Rd, Tucson, AZ 85746 Hom",
tacoma,weak:op-hours-or-nav,,special,Katie Downs Waterfront Tavern,katiedowns.com,https://katiedowns.com/menu/,"bread and mixed green salad. Specialty Salads Dressings : Balsamic Vinaigrette · Bleu Cheese · 1,00",
phoenix-central,weak:op-hours-or-nav,,Specials,Kimmyz Tatum Point,kimmyztatumpoint.com,http://www.kimmyztatumpoint.com/,Items Home Menu Events &#038; Specials All Events &#038; Specials Live Music Store Shop Cart Glendal,
spokane,weak:op-hours-or-nav,,11am - 10pm,Kindred Public House,kindredpubhouse.com,http://www.kindredpubhouse.com/,-509 862-4897 Monday - Sunday 11am - 10pm Sun>=1 · Sun>=8,
phoenix-central,weak:op-hours-or-nav,,Special,King Salmon Midtown,kingsalmonsushi.com,http://www.kingsalmonsushi.com/,nu/JWQISNFMZLQ4WRZUP4NAWIFR · Special Rolls · /shop/special-rolls/LZIMWWVQT5QNTJEBUCXUG2HD,
tucson,weak:op-hours-or-nav,,11am - 9pm,KINTOKI SUSHI HOUSE & BAR,kintokisushihouse.com,https://www.kintokisushihouse.com/,"eserve Now Sunday - Thursday: 11am - 9pm​ Friday - Saturday : 11am - 10pm 2960 N 1st Ave, Tucson AZ,",
spokane,weak:op-hours-or-nav,,special,Kismet,kismetspokane.com,http://www.kismetspokane.com/,to check these in case of any special hours! Call or Text (509) 309-2944 for reservations! Kismet 30,
san-luis-obispo,weak:op-hours-or-nav,,special,Kitchen & Vine,kitchennvine.com,https://www.kitchennvine.com/menu,"clusive events, secret menus, special offers/discounts, loyalty rewards & more! Join for free Breakf",
tucson,weak:op-hours-or-nav,,daily,Kiwami Ramen,kiwami-ramenbar.com,http://kiwami-ramenbar.com/menu,"Japanese soul food, prepared daily with love and passion %%anchor%% ""> Appetizers Great taste to st",
