city,name,primary_type,reviews,rating,action,outcome,website
phoenix-central,"Maskadores Taco Shop",mexican_restaurant,348,4.6,hide,no_hh_found,https://www.clover.com/online-ordering/maskadores-taco-shop-8-phoenix
phoenix-central,"El Chullo Peruvian Restaurant & Bar",peruvian_restaurant,336,4.7,hide,no_hh_found,https://www.elchullorestaurant.com/
phoenix-central,"Angel Thai Bistro",thai_restaurant,283,4.6,hide,no_hh_found,http://www.angelthaiaz.com/
phoenix-central,"Fly Bye",pizza_restaurant,266,4.5,hide,no_hh_found,https://flybyetogo.com/locations/phoenix-az-arcadia/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps
phoenix-central,"Szechwan Kitchen",chinese_restaurant,225,4.4,hide,no_hh_found,https://www.szechwan-kitchen.com/
phoenix-central,"Soy Hibachi",japanese_restaurant,193,4.0,hide,no_hh_found,https://www.soyhibachi.com/
phoenix-central,"Pointe In Tyme",brunch_restaurant,175,4.0,hide,no_hh_found,https://tapatiocliffshilton.com/dining/pointe-in-tyme/
phoenix-central,"Lydia's Kitchen & Market",restaurant,140,4.4,hide,no_hh_found,http://www.lydiasphx.com/
phoenix-central,"Flower Child",american_restaurant,135,4.4,hide,no_hh_found,https://www.iamaflowerchild.com/locations/flower-child-paradise-valley/
phoenix-central,"Tortas El Rey",,0,,hide,no_hh_found,http://tortaselreyphoenix.com/
phoenix-central,"Vayal's Indian kitchen (RESTAURANT & CATERING)",,0,,hide,no_hh_found,https://www.vayalskitchen.com/
san-jose,"LUNA Mexican Kitchen - San Jose",mexican_restaurant,3747,4.5,hide,no_hh_found,http://www.lunamexicankitchen.com/
san-jose,"Urban Plates",american_restaurant,3407,4.8,hide,no_hh_found,https://urbanplates.com/
san-jose,"Smoking Pig BBQ",barbecue_restaurant,3375,4.3,hide,no_hh_found,https://www.smokingpigbbq.net/
san-jose,"Eataly",italian_restaurant,3291,4.0,hide,no_hh_found,https://www.eataly.com/us_en/stores/silicon-valley
san-jose,"Dish N Dash",middle_eastern_restaurant,2988,4.5,hide,no_hh_found,http://www.dishdash.com/
san-jose,"Henry's World Famous Hi-Life",steak_house,2615,4.6,hide,no_hh_found,http://www.henryshilife.com/
san-jose,"Mariscos Costa Alegre",mexican_restaurant,2326,4.7,hide,no_hh_found,http://www.mariscoscostaalegre.com/
san-jose,"Gen Korean BBQ House",korean_barbecue_restaurant,2315,4.0,hide,no_hh_found,http://genkoreanbbq.com/
san-jose,"Black Angus Steakhouse",steak_house,2192,4.2,hide,no_hh_found,https://blackangus.com/store/1083/Black%20Angus%20Blossom%20Hill
san-jose,"Kenji Sushi",sushi_restaurant,2113,4.3,hide,no_hh_found,https://order.mealkeyway.com/customer/release/index?mid=5676317252685a62315854444269395a636a704c54773d3d#/main
san-jose,"Kukar's House Of Pizza",pizza_restaurant,1994,4.2,hide,no_hh_found,http://kukarshouseofpizza.com/
san-jose,"Cicero's Pizza",pizza_restaurant,1645,4.6,hide,no_hh_found,http://cicerospizza.com/
san-jose,"The Kickin Crab",seafood_restaurant,1570,4.3,hide,no_hh_found,https://thekickincrab.com/
san-jose,"King's Fish House",seafood_restaurant,1450,4.3,hide,no_hh_found,https://www.kingsfishhouse.com/sanjose
san-jose,"Sam's Bar-B-Que",barbecue_restaurant,1432,4.4,hide,no_hh_found,http://samsbbq.com/
san-jose,"Cha Cha Sushi",sushi_restaurant,1407,4.4,hide,no_hh_found,http://www.chachasushi.com/
san-jose,"Mariscos Costa Alegre - Alum Rock",seafood_restaurant,1388,4.8,hide,no_hh_found,https://www.mariscoscostaalegre.com/
san-jose,"Las Cazuelas Restaurant",mexican_restaurant,1356,4.2,hide,no_hh_found,http://lascazuelasrestaurants.com/
san-jose,"Okayama Sushi #1",sushi_restaurant,1318,4.0,hide,no_hh_found,https://okayamasushi.com/
san-jose,"La Cueva",mexican_restaurant,1313,4.6,hide,no_hh_found,https://la-cueva-mex-grill.restaurants-world.com/
san-jose,"Gen Korean BBQ House",korean_barbecue_restaurant,1284,4.0,hide,no_hh_found,https://www.genkoreanbbq.com/
san-jose,"Giorgio's Italian Food and Pizzeria",italian_restaurant,1233,4.4,hide,no_hh_found,https://www.giorgiositalianfood.com/
san-jose,"Goku Korean BBQ & Hot Pot",hot_pot_restaurant,1227,4.3,hide,no_hh_found,https://www.gokusanjose.com/
san-jose,"TOSTADAS",mexican_restaurant,1172,4.2,hide,no_hh_found,http://www.tostadassj.com/
san-jose,"Kazoo Sushi Boat – Japantown San Jose",sushi_restaurant,1160,4.3,hide,no_hh_found,http://www.kazoorestaurant.com/
san-jose,"Jake’s of Saratoga",pizza_restaurant,1158,4.5,hide,no_hh_found,https://www.jakessouthbay.com/
san-jose,"Dia De Pesca",seafood_restaurant,1148,4.3,hide,no_hh_found,http://www.diadepesca.net/
san-jose,"Ramen Taka",ramen_restaurant,1147,4.4,hide,no_hh_found,https://ramen-taka.shop/
san-jose,"Bill's Cafe",american_restaurant,1139,4.4,hide,no_hh_found,http://www.billscafe.com/
san-jose,"Kumako Den",ramen_restaurant,1136,4.8,hide,no_hh_found,https://www.kumakoramenden.com/
san-jose,"Antipasto's By De Rose",italian_restaurant,1092,4.7,hide,no_hh_found,http://www.antipastosdeli.com/
san-jose,"Mendoza's Restaurant",mexican_restaurant,1091,4.1,hide,no_hh_found,https://mendozasrestaurant.shop/
san-jose,"JINYA Ramen Bar - San Jose",restaurant,1032,4.1,hide,no_hh_found,https://www.jinyaramenbar.com/locations/san-jose/?utm_medium=soci&utm_source=gmb
san-jose,"Cali Spartan Mexican Kitchen",mexican_restaurant,1026,4.3,hide,no_hh_found,https://www.instagram.com/mexican.kitchen.est.2014?igsh=MzRlODBiNWFlZA==
san-jose,"Terra",italian_restaurant,1001,4.4,hide,no_hh_found,https://www.eataly.com/us_en/stores/silicon-valley/restaurants/terra-silicon-valley
san-jose,"Mini Gourmet",american_restaurant,984,4.1,hide,no_hh_found,http://minigourmet599.com/
san-jose,"Bibo's NY Pizza",pizza_restaurant,970,4.5,hide,no_hh_found,https://www.bibosnypizza.com/
san-jose,"The City Fish",seafood_restaurant,946,4.5,hide,no_hh_found,https://www.cityfishco.com/
san-jose,"Frank & Furter’s Handcrafted Hot Dogs",hot_dog_restaurant,936,4.5,hide,no_hh_found,https://frank-furters.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ
san-jose,"Bijan Bakery And Cafe",restaurant,878,4.0,hide,no_hh_found,https://bijanbakery.com/
san-jose,"Yas Restaurant",persian_restaurant,850,4.3,hide,no_hh_found,https://yasrestaurant.net/
san-jose,"El Taco de Oro",mexican_restaurant,835,4.3,hide,no_hh_found,http://www.eltacodeoro.com/
san-jose,"Jack's Restaurant & Bar",american_restaurant,766,4.6,hide,no_hh_found,https://www.ilovejacks.com/san-jose
san-jose,"Castillo's Mexican Restaurant",mexican_restaurant,751,4.2,hide,no_hh_found,https://www.castillosmexrestaurant.com/
san-jose,"Mariscos Pura Vitamina “Riviera”",seafood_restaurant,738,4.2,hide,no_hh_found,http://laceibapromotion.com/
san-jose,"John's of Willow Glen restaurant",american_restaurant,737,4.4,hide,no_hh_found,https://www.johnsofwg.com/
san-jose,"Café San José",restaurant,731,4.5,hide,no_hh_found,https://www.cafesanjose.com/
san-jose,"Laksana Thai Cuisine",thai_restaurant,725,4.0,hide,no_hh_found,http://laksanathaicuisine.weebly.com/
san-jose,"Toast Cafe & Grill",brunch_restaurant,722,4.3,hide,no_hh_found,https://toastcafeandgrill.com/
san-jose,"Tony & Alba’s Pizza and Pasta",italian_restaurant,717,4.5,hide,no_hh_found,https://tonyandalbaspizza.com/?utm_source=google
san-jose,"California Fish Grill",seafood_restaurant,714,4.3,hide,no_hh_found,https://order.cafishgrill.com/menu/?restaurantId=85
san-jose,"Maya's Cafe",restaurant,703,4.4,hide,no_hh_found,http://www.mayas-cafe.com/
san-jose,"Dan Izakaya Restaurant",japanese_izakaya_restaurant,698,4.4,hide,no_hh_found,http://danizakayasanjose.com/
san-jose,"Pizza California",restaurant,694,4.4,hide,no_hh_found,http://pizzacalifornia.com/
san-jose,"Sanraku",japanese_restaurant,687,4.5,hide,no_hh_found,http://www.sanraku.com/
san-jose,"Udon Mugizo",japanese_restaurant,675,4.5,hide,no_hh_found,http://mugizo-us.com/
san-jose,"Doña María",mexican_restaurant,670,4.3,hide,no_hh_found,http://dona-maria-restaurant.com/
san-jose,"Sushi Heaven",sushi_restaurant,661,4.5,hide,no_hh_found,http://www.sushiheavenca.com/
san-jose,"Tacos al Carbón Bar & Grill",mexican_restaurant,661,4.0,delete,no_hh_found,
san-jose,"Three Flames",american_restaurant,658,4.2,hide,no_hh_found,http://3flamesrestaurant.com/
san-jose,"Sorelle Italian Bistro",italian_restaurant,654,4.6,hide,no_hh_found,http://www.sorelleitalianbistro.com/
san-jose,"Liuyishou Hot Pot (San Jose) 刘一手(圣何塞)",hot_pot_restaurant,651,4.5,hide,no_hh_found,https://www.liuyishouna.com/
san-jose,"Blue Mango",thai_restaurant,648,4.2,hide,no_hh_found,https://bluemangocuisine.com/?utm_source=google
san-jose,"The Pizza Box",pizza_restaurant,646,4.7,hide,no_hh_found,http://thepizzaboxsanjose.com/
san-jose,"Senro Sushi",sushi_restaurant,646,4.2,hide,no_hh_found,http://www.senrosushi.com/
san-jose,"四姐 Special Noodle",chinese_noodle_restaurant,642,4.6,hide,no_hh_found,https://www.ganjingworld.com/zh-CN/channel/1h336eehnq03M8tzRJNzsqn1G17i0c?&utm_medium=bestfood&utm_source=business&utm_campaign=channel
san-jose,"Poke House",hawaiian_restaurant,629,4.3,hide,no_hh_found,https://www.poke.house/locations/poke-hostetter-san-jose
san-jose,"Khaosan Thai Restaurant",thai_restaurant,625,4.3,hide,no_hh_found,https://www.khaosanthaisj.com/
san-jose,"La Foret",french_restaurant,624,4.5,hide,no_hh_found,https://www.laforetrestaurant.com/
san-jose,"Premier Pizza",pizza_restaurant,621,4.4,hide,no_hh_found,https://premier-pizza.com/
san-jose,"Country Inn Cafe",diner,617,4.5,hide,no_hh_found,https://www.countryinncafe.com/
san-jose,"SUSHI KOYA",japanese_restaurant,617,4.5,hide,no_hh_found,https://www.sushikoyasj.com/
san-jose,"Ramen Hajime",ramen_restaurant,616,4.5,hide,no_hh_found,https://order.toasttab.com/online/ramen-hajime-5229-stevens-creek-blvd/
san-jose,"Orale Baja Mexican Restaurant",mexican_restaurant,615,4.5,hide,no_hh_found,https://www.oralebaja.com/
san-jose,"El bumangues",colombian_restaurant,609,4.7,hide,no_hh_found,https://elbumanguesca.com/
san-jose,"Nick the Greek",greek_restaurant,605,4.4,hide,no_hh_found,http://www.nickthegreek.com/
san-jose,"TGI's Sushi",sushi_restaurant,590,4.3,hide,no_hh_found,http://www.tgisushi.com/
san-jose,"Kategna Ethiopian Restaurant",ethiopian_restaurant,587,4.5,hide,no_hh_found,https://www.kategna.com/
san-jose,"5 Spot Chivas Grill",mexican_restaurant,587,4.4,delete,no_hh_found,
san-jose,"Tomato Thyme",italian_restaurant,568,4.3,hide,no_hh_found,https://www.tomato-thyme.com/
san-jose,"Back A Yard Caribbean Grill",restaurant,567,4.5,hide,no_hh_found,https://backayard.net/restaurantmenu/
san-jose,"Birria Patro Jaramillo",mexican_restaurant,565,4.4,hide,no_hh_found,https://m.facebook.com/birriapatrojaramillo/
san-jose,"El Amigo Burrito",mexican_restaurant,552,4.1,hide,no_hh_found,http://www.elamigoburrito.com/
san-jose,"The Cup & Saucer",diner,546,4.4,hide,no_hh_found,http://cupandsaucersanjose.com/
san-jose,"Pizza My Heart",pizza_restaurant,536,4.5,hide,no_hh_found,https://www.pizzamyheart.com/
san-jose,"Fish's Wild",seafood_restaurant,531,4.5,hide,no_hh_found,https://fishiswild.com/fishswildsanjose?utm_source=google
san-jose,"Tacos al Pastor",mexican_restaurant,526,4.3,hide,no_hh_found,http://www.tacosalpastorsj.com/
san-jose,"Okayama Express",japanese_restaurant,505,4.2,hide,no_hh_found,https://www.okayama2587.com/
san-jose,"TacoMania",taco_restaurant,496,3.8,hide,no_hh_found,https://tacomaniainc.com/tacomaniaedenvale-19s0tk?utm_source=google
san-jose,"Curry Pizza House San Jose Evergreen",pizza_restaurant,492,4.4,hide,no_hh_found,https://evergreen.mycurrypizza.com/
san-jose,"Mesquite and Oak",restaurant,492,4.6,hide,no_hh_found,http://www.mesquiteandoak.com/
san-jose,"Ramen Champ",japanese_restaurant,484,4.4,hide,no_hh_found,https://order.spoton.com/so-ramen-champ-24077/san-jose-ca/683de27b5472bdc4a4d2fec8
san-jose,"Mariscos Costa Alegre Monterey Hwy",mexican_restaurant,484,4.6,hide,no_hh_found,http://www.mariscoscostaalegre.com/
san-jose,"La Grullensa Restaurant",mexican_restaurant,479,3.7,hide,no_hh_found,http://lagrullensa.com/
san-jose,"Sushi Boat Town",sushi_restaurant,478,4.3,delete,no_hh_found,https://sushiboattown.menu11.com/
san-jose,"Freedom Burrito",mexican_restaurant,470,4.0,hide,no_hh_found,https://freedomburrito.com/?utm_source=google
san-jose,"Ristorante da Maria",italian_restaurant,459,4.4,hide,no_hh_found,https://pizzadamaria.com/?utm_source=google
san-jose,"Tacos Al Pastor 2",mexican_restaurant,453,4.1,hide,no_hh_found,http://tacosalpastorsj.com/index.html
san-jose,"Al Castello Ristorante Italiano",italian_restaurant,450,4.5,hide,no_hh_found,http://www.alcastelloristorante.com/
san-jose,"Mojo Burger",restaurant,444,4.2,hide,no_hh_found,http://www.mojoburger.com/?y_source=1_MTQ2OTg4NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
san-jose,"Nick the Greek",greek_restaurant,440,4.4,hide,no_hh_found,https://www.nickthegreek.com/
san-jose,"Tulum Mexican Kitchen",mexican_restaurant,425,3.9,hide,no_hh_found,http://tulummexicankitchensanjose.com/
san-jose,"La Terraza Grill & Bar",colombian_restaurant,420,3.9,hide,no_hh_found,https://laterrazagrillsanjose.com/
san-jose,"Tandoori Pizza - San Jose",pizza_restaurant,396,4.0,hide,no_hh_found,http://www.tandooripizza.com/
san-jose,"Momo Grill",asian_fusion_restaurant,394,4.6,hide,no_hh_found,https://themomogrillca.com/
san-jose,"Gojo Ethiopian Restaurant",restaurant,383,4.5,hide,no_hh_found,http://gojoethiopiarestaurantsj.com/
san-jose,"Jess's Place",peruvian_restaurant,380,3.7,hide,no_hh_found,http://jesssplace.com/
san-jose,"Armando's Restaurant + Bar",mexican_restaurant,375,4.1,hide,no_hh_found,https://www.toasttab.com/armandos-2223-business-circle/v3
san-jose,"BackAYard Caribbean Grill",restaurant,374,4.3,hide,no_hh_found,https://backayard.net/
san-jose,"Ginza Sushi",sushi_restaurant,370,4.3,hide,no_hh_found,http://www.sushimakesuhappy.com/
san-jose,"Anchors Fish and Chips and Seafood Grill",restaurant,369,4.3,hide,no_hh_found,https://anchorsgrill.com/wg
san-jose,"Max's Restaurant Milpitas, Cuisine of the Philippines",filipino_restaurant,368,3.5,hide,no_hh_found,https://www.maxsrestaurantna.com/
san-jose,"Bossman's Pizza",pizza_restaurant,368,4.6,hide,no_hh_found,https://www.bossmanspizza.com/?utm_source=gbp
san-jose,"Baja Fresh",mexican_restaurant,367,4.0,hide,no_hh_found,https://www.bajafresh.com/stores/mexican-food-san-jose/30676?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb
san-jose,"Caminos de Michoacán",mexican_restaurant,360,4.3,hide,no_hh_found,http://cdmrsjc.com/
san-jose,"Legends Pizza Co",pizza_restaurant,348,4.5,hide,no_hh_found,https://legends-pizza.com/
san-jose,"Shabuway",japanese_restaurant,346,4.4,hide,no_hh_found,https://www.shabuway.com/
san-jose,"Pizza My Heart",pizza_restaurant,346,4.4,hide,no_hh_found,https://www.pizzamyheart.com/
san-jose,"Pizza My Heart",pizza_restaurant,344,4.6,hide,no_hh_found,https://www.pizzamyheart.com/
san-jose,"Kizuna sushi Japanese Restaurant",japanese_restaurant,337,4.5,hide,no_hh_found,https://www.kizunasushisj.com/
san-jose,"Pizza My Heart",pizza_restaurant,332,4.5,hide,no_hh_found,https://www.pizzamyheart.com/
san-jose,"Amato Pizzeria",pizza_restaurant,328,4.5,hide,no_hh_found,http://www.amatopizzeria.com/
san-jose,"Sushi Masa",sushi_restaurant,324,4.4,hide,no_hh_found,https://sushimasasj.com/
san-jose,"Burrito Factory",mexican_restaurant,317,4.0,hide,no_hh_found,http://www.burritofactorysanjose.com/
san-jose,"My-Kitchen",american_restaurant,314,4.3,hide,no_hh_found,http://www.my-kitchen.org/
san-jose,"The Stand - American Classics Redefined",restaurant,308,4.7,hide,no_hh_found,http://www.thestand.com/?y_source=1_MjAyMjI5ODkzMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
san-jose,"AJITO",japanese_izakaya_restaurant,305,4.4,hide,no_hh_found,http://ajito.us/
san-jose,"Tokyo Sushi",sushi_restaurant,305,4.3,hide,no_hh_found,https://www.tokyosushisj.com/
san-jose,"El Palacio Del Sabor",restaurant,304,4.3,hide,no_hh_found,https://elpalaciodelsaborca.com/
san-jose,"Sendo Sushi",sushi_restaurant,301,4.3,hide,no_hh_found,http://sjsendosushi.com/
san-jose,"Gaku Restaurant",japanese_restaurant,297,4.4,hide,no_hh_found,https://gakurestaurant.com/
san-jose,"Burrito Factory",mexican_restaurant,294,4.0,hide,no_hh_found,https://www.burritofactorysanjose.com/
san-jose,"Miyakko Japanese Cuisine",japanese_restaurant,291,4.3,hide,no_hh_found,http://mymiyakkosj.com/
san-jose,"The Eden Gardens (Indian Delicacy)",restaurant,289,4.2,hide,no_hh_found,http://www.theedengardens.com/
san-jose,"Greek Spot",greek_restaurant,284,4.5,hide,no_hh_found,http://www.greek-spot.com/
san-jose,"La Playita",mexican_restaurant,279,4.4,hide,no_hh_found,https://www.facebook.com/La-Playita-Restaurant-870596083043895/
san-jose,"Burma Choice",burmese_restaurant,277,4.6,hide,no_hh_found,http://www.burmachoice.com/
san-jose,"El Aguachile Restaurant",seafood_restaurant,267,4.5,hide,no_hh_found,http://orderelaguachilerestaurant.mobile-webview2.com/
san-jose,"Taste of Heaven Bistro",american_restaurant,256,4.1,hide,no_hh_found,https://link.eliteone.io/taste
san-jose,"Shan Tandoori Pizza",pizza_restaurant,251,4.1,hide,no_hh_found,http://shantandooripizza.com/
san-jose,"El Buen Sazón",mexican_restaurant,249,4.4,hide,no_hh_found,https://fromtherestaurant.com/el-buen-sazon/
san-jose,"Yuri Japanese Restaurant",japanese_restaurant,237,4.4,hide,no_hh_found,http://www.yurirestaurant.com/
san-jose,"Sushi Jae",sushi_restaurant,234,4.6,hide,no_hh_found,http://www.sushijae.com/
san-jose,"Bistro Tupaz",restaurant,231,4.6,hide,no_hh_found,http://www.bistrotupaz.com/
san-jose,"Acopio Restaurant",mexican_restaurant,224,4.7,hide,no_hh_found,http://www.acopiosj.com/
san-jose,"After Bar & Grill",restaurant,223,4.2,delete,no_hh_found,
san-jose,"Sushi Town",sushi_restaurant,218,4.6,hide,no_hh_found,https://order.mealkeyway.com/customer/release/index?mid=507a7835767736453061514d49386b75646146656f673d3d#/main
san-jose,"Inka’s restaurant",restaurant,218,4.5,hide,no_hh_found,https://freshwok.shop/
san-jose,"Almaden Sushi",sushi_restaurant,217,4.3,delete,no_hh_found,http://www.almadensushisj.menu11.com/
san-jose,"El Papucho Mexican Food",mexican_restaurant,214,4.3,hide,no_hh_found,https://www.facebook.com/pages/El-Papucho-Mexican-Food/118078258204735
san-jose,"Shima Sushi",sushi_restaurant,212,4.5,hide,no_hh_found,http://shimasushisj.com/
san-jose,"Almaden Tacos al Pastor",mexican_restaurant,209,3.4,hide,no_hh_found,https://www.tacosalpastoralmaden.com/
san-jose,"Gloria's Burritos",mexican_restaurant,206,4.3,hide,no_hh_found,https://www.facebook.com/Glorias-Burritos-133595613428294/
san-jose,"Pho Tay Do",restaurant,206,4.6,hide,no_hh_found,https://photaydo.com/
san-jose,"Bamboo Fish",sushi_restaurant,193,4.4,hide,no_hh_found,http://bamboofishsj.com/
san-jose,"Fonda Colombiana #2",restaurant,192,4.2,hide,no_hh_found,https://fondacolombianasj.com/
san-jose,"Puerta Del Sol Restaurant",spanish_restaurant,187,4.6,hide,no_hh_found,https://puertadelsol.us/
san-jose,"The Barbeque Pit",restaurant,185,4.3,hide,no_hh_found,https://thebarbequepit.com/
san-jose,"Demiya",japanese_restaurant,181,4.0,hide,no_hh_found,https://www.demiya.restaurant/
san-jose,"Stackers Pizzeria",pizza_restaurant,170,4.7,hide,no_hh_found,https://www.stackerspizzeriaca.com/
san-jose,"Anchors Fish and Chips | Seafood Grill | San Jose CA",seafood_restaurant,167,4.0,hide,no_hh_found,https://anchorsgrill.com/
san-jose,"Luna del Mar Restaurant",seafood_restaurant,167,4.7,hide,no_hh_found,https://www.lunadelmarrestaurantca.com/
san-jose,"Five Star Pizza",pizza_restaurant,161,4.2,hide,no_hh_found,https://www.orderfivestarpizzamenu.com/?utm_source=gbp
san-jose,"Mimosas Cafe Willow Glen",restaurant,161,4.2,hide,no_hh_found,http://mimosasofwillowglen.com/
san-jose,"Fire Wings",restaurant,154,4.2,hide,no_hh_found,https://www.firewings.com/san-jose-ca-95130
san-jose,"KAI Japanese Restaurant",japanese_restaurant,152,4.4,hide,no_hh_found,http://kaisushi4u.com/
san-jose,"Una Mas Mexican Grill San Jose",mexican_restaurant,142,3.6,hide,no_hh_found,https://unamassanjose.com/
san-jose,"Vons Saratoga",chicken_restaurant,139,4.2,hide,no_hh_found,https://order.toasttab.com/online/vonssaratoga
san-jose,"Medallo Restaurant LLC",colombian_restaurant,138,2.9,hide,no_hh_found,https://medallorestaurantllc.com/
san-jose,"Latin and Asian Hospitality Group",restaurant,136,4.9,hide,no_hh_found,http://www.latin-asian-fusion.com/
san-jose,"Pizza Maria",pizza_restaurant,133,4.5,hide,no_hh_found,http://pizzamaria.com/
san-jose,"Noodle Net",restaurant,133,4.8,hide,no_hh_found,https://www.noodlenetca.com/
san-jose,"Milan Italian Restaurant",italian_restaurant,124,4.3,hide,no_hh_found,http://milanwillowglen.com/
san-jose,"lelé kitchen",restaurant,123,4.7,hide,no_hh_found,https://lelekitchen.com/
san-jose,"The Club On Post",american_restaurant,99,4.6,hide,no_hh_found,http://theclubonpostca.com/
san-jose,"One Pot Shabu Shabu - San Jose",japanese_restaurant,98,4.2,hide,no_hh_found,https://www.onepotshabushabu.com/
san-jose,"Los Arcos Restaurant",mexican_restaurant,96,3.5,hide,no_hh_found,https://losarcosrestaurantca.com/
san-jose,"Casa en el Aire",colombian_restaurant,94,4.4,hide,no_hh_found,https://casaenelaireca.com/
san-jose,"Secco Restaurant & Bar",californian_restaurant,91,3.8,hide,no_hh_found,https://seccorestaurant.com/
san-jose,"ABVE The Basics",restaurant,87,4.8,hide,no_hh_found,http://www.abvethebasics.com/
san-jose,"Casa Lupe Real",mexican_restaurant,74,4.4,hide,no_hh_found,http://casalupereal.com/
san-jose,"Nagoya Sushi",japanese_restaurant,74,4.5,hide,no_hh_found,https://www.nagoyasushiorder.com/
san-jose,"Khao Thai Restaurant",restaurant,74,4.2,hide,no_hh_found,http://www.khaothaisj.com/
san-jose,"California Fish Grill",seafood_restaurant,74,4.1,hide,no_hh_found,https://www.cafishgrill.com/
san-jose,"Goku Sushi",japanese_restaurant,73,4.7,hide,no_hh_found,https://www.gokusushisj.com/
san-jose,"Trifecta",restaurant,73,4.5,hide,no_hh_found,https://www.trifectaomakase.com/
san-jose,"Kakuna Sushi",restaurant,73,4.1,delete,no_hh_found,https://kakuna.menu11.com/
san-jose,"Locanda Ischia",italian_restaurant,71,4.6,hide,no_hh_found,https://www.locandarestaurants.com/
san-jose,"My Thai Street Food",restaurant,66,4.5,hide,no_hh_found,https://mythaistreetfood.us/
san-jose,"Pizza Me",pizza_restaurant,63,4.5,hide,no_hh_found,https://www.pizzasme.com/
san-jose,"Fish & Things Poke Bar",hawaiian_restaurant,57,4.3,hide,no_hh_found,http://www.fishnthings.net/
san-jose,"AJI Bar & Robata",restaurant,44,4.4,hide,no_hh_found,https://www.hilton.com/en/hotels/sjcsmsa-signia-san-jose/dining/aji-bar-and-robata/?y_source=1_NjU2MTk3ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
san-jose,"Bibo's Pizza & Pasta",pizza_restaurant,44,4.8,hide,no_hh_found,https://www.bibosnypizza.com/
san-jose,"Must Be Thai and Bar",thai_restaurant,40,4.3,hide,no_hh_found,https://www.mustbethaiandbar.com/
san-jose,"Empire Armadillo BBQ & Deli",barbecue_restaurant,39,4.5,hide,no_hh_found,http://empirearmadillo.com/
san-jose,"Toro Mambo",restaurant,31,4.2,hide,no_hh_found,https://toromambo.us/
san-luis-obispo,"Alex Madonna’s Gold Rush Steak House",steak_house,810,4.4,hide,no_hh_found,http://madonnainn.com/
san-luis-obispo,"Gino's Pizza SLO",pizza_restaurant,797,4.6,hide,no_hh_found,https://ginospizzaslo.com/ginospizzaslo?utm_source=google
san-luis-obispo,"Raku Ramen",ramen_restaurant,759,4.4,hide,no_hh_found,http://www.raku-ramen.com/
san-luis-obispo,"Taco King",mexican_restaurant,739,4.5,hide,no_hh_found,https://www.instagram.com/tacoking_slo/profilecard/?igsh=NTc4MTIwNjQ2YQ==
san-luis-obispo,"Cool Cat Café | San Luis Obispo",hamburger_restaurant,727,4.6,hide,no_hh_found,http://www.coolcatcafe.com/
san-luis-obispo,"Rib Line | BBQ Restaurant",barbecue_restaurant,693,4.4,hide,no_hh_found,https://ribline.com/?utm_source=google
san-luis-obispo,"Taco Roco",mexican_restaurant,647,4.4,hide,no_hh_found,https://tacoroco.net/
san-luis-obispo,"Buona Tavola",italian_restaurant,612,4.5,hide,no_hh_found,http://www.btslo.com/
san-luis-obispo,"Efren's San Luis Obispo",mexican_restaurant,608,4.3,hide,no_hh_found,http://www.efrensslo.com/
san-luis-obispo,"Shin's Sushi",sushi_restaurant,537,4.1,hide,no_hh_found,https://www.shinssushibar.com/
san-luis-obispo,"Sushi Kokku & Ramen",japanese_restaurant,474,4.5,hide,no_hh_found,http://www.sushikokkuslo.com/
san-luis-obispo,"Pancho's Mexican Food",mexican_restaurant,431,4.4,hide,no_hh_found,http://www.panchossrestaurant.com/
san-luis-obispo,"HaHa Sushi And Ramen",japanese_restaurant,415,4.3,hide,no_hh_found,https://hahasushiandramen.com/
san-luis-obispo,"Yanagi Sushi",sushi_restaurant,396,4.4,hide,no_hh_found,https://www.yanagisushislo.com/
san-luis-obispo,"Nate's on Marsh - A NRL Food Group Restaurant",restaurant,381,4.6,hide,no_hh_found,https://www.natesonmarsh.com/
san-luis-obispo,"Golden Gong Chinese Restaurant",chinese_restaurant,369,3.6,hide,no_hh_found,http://www.goldengongslo.com/
san-luis-obispo,"Sushiya",sushi_restaurant,338,4.0,hide,no_hh_found,https://sushiyaslo.com/
san-luis-obispo,"Lahainas",seafood_restaurant,309,4.4,hide,no_hh_found,https://lahainas805.com/
san-luis-obispo,"Ox and Anchor",steak_house,284,4.7,hide,no_hh_found,https://oxandanchor.com/
san-luis-obispo,"Mee Heng Low | Noodle House",chinese_restaurant,242,4.3,hide,no_hh_found,http://www.meehenglow.com/
san-luis-obispo,"Bear & The Wren",restaurant,223,4.6,hide,no_hh_found,http://bearandthewren.com/
san-luis-obispo,"My Friend Mike's",pizza_restaurant,206,4.8,hide,no_hh_found,http://myfriendmikes.com/
san-luis-obispo,"Palo Mesa Pizza III",pizza_restaurant,183,4.4,hide,no_hh_found,https://www.palomesapizza.com/san-luis-obispo
san-luis-obispo,"Kitchen & Vine",american_restaurant,177,4.5,hide,no_hh_found,https://www.kitchennvine.com/
san-luis-obispo,"Shekamoo Grill",restaurant,162,4.8,hide,no_hh_found,http://shekamoogrill.com/
